symbol,date,price,volume,carry
CL.V.0,2015-01-01,54.55,1043942.0,
GC.V.0,2015-01-01,1184.5,1043942.0,
PL.V.0,2015-01-01,1213.5,1043942.0,
RB.V.0,2015-01-01,1.4924,1043942.0,
CL.V.0,2015-01-02,52.81,1039767.0,2.12
GC.V.0,2015-01-02,1186.3,1039767.0,2.12
GF.V.0,2015-01-02,223.95,1039767.0,2.12
HE.V.0,2015-01-02,81.4,1039767.0,2.12
HG.V.0,2015-01-02,2.8375,1039767.0,2.12
LE.V.0,2015-01-02,166.0,1039767.0,2.12
PL.V.0,2015-01-02,1204.7,1039767.0,2.12
RB.V.0,2015-01-02,1.443,1039767.0,2.12
SI.V.0,2015-01-02,15.665,1039767.0,2.12
ZC.V.0,2015-01-02,396.25,1039767.0,2.12
ZL.V.0,2015-01-02,32.05,1039767.0,2.12
ZM.V.0,2015-01-02,340.4,1039767.0,2.12
ZR.V.0,2015-01-02,11.54,1039767.0,2.12
ZS.V.0,2015-01-02,1002.25,1039767.0,2.12
CL.V.0,2015-01-04,52.22,1039767.0,
GC.V.0,2015-01-04,1183.8,1039767.0,
HG.V.0,2015-01-04,2.8105,1039767.0,
PL.V.0,2015-01-04,1201.3,1039767.0,
RB.V.0,2015-01-04,1.4321,1039767.0,
SI.V.0,2015-01-04,15.75,1039767.0,
CL.V.0,2015-01-05,50.08,1039767.0,2.03
GC.V.0,2015-01-05,1203.2,1039767.0,2.03
GF.V.0,2015-01-05,223.9,1039767.0,2.03
HE.V.0,2015-01-05,79.85,1039767.0,2.03
HG.V.0,2015-01-05,2.7685,1039767.0,2.03
LE.V.0,2015-01-05,166.425,1039767.0,2.03
PL.V.0,2015-01-05,1213.4,1039767.0,2.03
RB.V.0,2015-01-05,1.3761,1039767.0,2.03
SI.V.0,2015-01-05,16.16,1039767.0,2.03
ZC.V.0,2015-01-05,406.25,1039767.0,2.03
ZL.V.0,2015-01-05,32.83,1039767.0,2.03
ZM.V.0,2015-01-05,354.4,1039767.0,2.03
ZR.V.0,2015-01-05,11.62,1039767.0,2.03
ZS.V.0,2015-01-05,1045.25,1039767.0,2.03
CL.V.0,2015-01-06,47.95,1039767.0,1.96
GC.V.0,2015-01-06,1216.3,1039767.0,1.96
GF.V.0,2015-01-06,221.425,1039767.0,1.96
HE.V.0,2015-01-06,78.475,1039767.0,1.96
HG.V.0,2015-01-06,2.7615,1039767.0,1.96
LE.V.0,2015-01-06,166.05,1039767.0,1.96
PL.V.0,2015-01-06,1220.0,1039767.0,1.96
RB.V.0,2015-01-06,1.3468,1039767.0,1.96
SI.V.0,2015-01-06,16.465,1039767.0,1.96
ZC.V.0,2015-01-06,405.0,1039767.0,1.96
ZL.V.0,2015-01-06,32.83,1039767.0,1.96
ZM.V.0,2015-01-06,355.7,1039767.0,1.96
ZR.V.0,2015-01-06,11.61,1039767.0,1.96
ZS.V.0,2015-01-06,1056.25,1039767.0,1.96
CL.V.0,2015-01-07,48.57,1039767.0,1.98
GC.V.0,2015-01-07,1212.5,1039767.0,1.98
GF.V.0,2015-01-07,220.9,1039767.0,1.98
HE.V.0,2015-01-07,79.3,1039767.0,1.98
HG.V.0,2015-01-07,2.7645,1039767.0,1.98
LE.V.0,2015-01-07,166.05,1039767.0,1.98
PL.V.0,2015-01-07,1220.4,1039767.0,1.98
RB.V.0,2015-01-07,1.337,1039767.0,1.98
SI.V.0,2015-01-07,16.575,1039767.0,1.98
ZC.V.0,2015-01-07,396.25,1039767.0,1.98
ZL.V.0,2015-01-07,33.11,1039767.0,1.98
ZM.V.0,2015-01-07,354.2,1039767.0,1.98
ZR.V.0,2015-01-07,11.625,1039767.0,1.98
ZS.V.0,2015-01-07,1055.75,1039767.0,1.98
CL.V.0,2015-01-08,49.33,1039767.0,2.03
GC.V.0,2015-01-08,1208.2,1039767.0,2.03
GF.V.0,2015-01-08,216.55,1039767.0,2.03
HE.V.0,2015-01-08,78.95,1039767.0,2.03
HG.V.0,2015-01-08,2.77,1039767.0,2.03
LE.V.0,2015-01-08,163.35,1039767.0,2.03
PL.V.0,2015-01-08,1220.7,1039767.0,2.03
RB.V.0,2015-01-08,1.3581,1039767.0,2.03
SI.V.0,2015-01-08,16.375,1039767.0,2.03
ZC.V.0,2015-01-08,394.75,1039767.0,2.03
ZL.V.0,2015-01-08,33.68,1039767.0,2.03
ZM.V.0,2015-01-08,346.9,1039767.0,2.03
ZR.V.0,2015-01-08,11.525,1039767.0,2.03
ZS.V.0,2015-01-08,1047.75,1039767.0,2.03
CL.V.0,2015-01-09,48.21,1045154.0,2.04
GC.V.0,2015-01-09,1223.4,1045154.0,2.04
GF.V.0,2015-01-09,212.55,1045154.0,2.04
HE.V.0,2015-01-09,78.625,1045154.0,2.04
HG.V.0,2015-01-09,2.7595,1045154.0,2.04
LE.V.0,2015-01-09,160.6,1045154.0,2.04
PL.V.0,2015-01-09,1233.5,1045154.0,2.04
RB.V.0,2015-01-09,1.3207,1045154.0,2.04
SI.V.0,2015-01-09,16.52,1045154.0,2.04
ZC.V.0,2015-01-09,400.25,1045154.0,2.04
ZL.V.0,2015-01-09,33.66,1045154.0,2.04
ZM.V.0,2015-01-09,349.1,1045154.0,2.04
ZR.V.0,2015-01-09,11.545,1045154.0,2.04
ZS.V.0,2015-01-09,1052.25,1045154.0,2.04
CL.V.0,2015-01-11,47.69,1045154.0,
GC.V.0,2015-01-11,1225.6,1045154.0,
HG.V.0,2015-01-11,2.758,1045154.0,
PL.V.0,2015-01-11,1234.3,1045154.0,
RB.V.0,2015-01-11,1.3174,1045154.0,
SI.V.0,2015-01-11,16.645,1045154.0,
CL.V.0,2015-01-12,45.74,1045154.0,1.98
GC.V.0,2015-01-12,1231.3,1045154.0,1.98
GF.V.0,2015-01-12,214.175,1045154.0,1.98
HE.V.0,2015-01-12,76.625,1045154.0,1.98
HG.V.0,2015-01-12,2.721,1045154.0,1.98
LE.V.0,2015-01-12,160.775,1045154.0,1.98
PL.V.0,2015-01-12,1239.5,1045154.0,1.98
RB.V.0,2015-01-12,1.2801,1045154.0,1.98
SI.V.0,2015-01-12,16.58,1045154.0,1.98
ZC.V.0,2015-01-12,402.0,1045154.0,1.98
ZL.V.0,2015-01-12,32.65,1045154.0,1.98
ZM.V.0,2015-01-12,340.9,1045154.0,1.98
ZR.V.0,2015-01-12,11.445,1045154.0,1.98
ZS.V.0,2015-01-12,1016.5,1045154.0,1.98
CL.V.0,2015-01-13,46.05,1045154.0,2.03
GC.V.0,2015-01-13,1233.2,1045154.0,2.03
GF.V.0,2015-01-13,210.9,1045154.0,2.03
HE.V.0,2015-01-13,75.6,1045154.0,2.03
HG.V.0,2015-01-13,2.6125,1045154.0,2.03
LE.V.0,2015-01-13,157.45,1045154.0,2.03
PL.V.0,2015-01-13,1244.9,1045154.0,2.03
RB.V.0,2015-01-13,1.2662,1045154.0,2.03
SI.V.0,2015-01-13,17.075,1045154.0,2.03
ZC.V.0,2015-01-13,385.5,1045154.0,2.03
ZL.V.0,2015-01-13,32.58,1045154.0,2.03
ZM.V.0,2015-01-13,333.9,1045154.0,2.03
ZR.V.0,2015-01-13,11.46,1045154.0,2.03
ZS.V.0,2015-01-13,1004.5,1045154.0,2.03
CL.V.0,2015-01-14,48.97,1045154.0,1.96
GC.V.0,2015-01-14,1231.0,1045154.0,1.96
GF.V.0,2015-01-14,209.55,1045154.0,1.96
HE.V.0,2015-01-14,75.575,1045154.0,1.96
HG.V.0,2015-01-14,2.5295,1045154.0,1.96
LE.V.0,2015-01-14,155.4,1045154.0,1.96
PL.V.0,2015-01-14,1235.3,1045154.0,1.96
RB.V.0,2015-01-14,1.3737,1045154.0,1.96
SI.V.0,2015-01-14,16.87,1045154.0,1.96
ZC.V.0,2015-01-14,382.25,1045154.0,1.96
ZL.V.0,2015-01-14,32.85,1045154.0,1.96
ZM.V.0,2015-01-14,336.4,1045154.0,1.96
ZR.V.0,2015-01-14,11.14,1045154.0,1.96
ZS.V.0,2015-01-14,1010.75,1045154.0,1.96
CL.V.0,2015-01-15,46.19,1045154.0,1.98
GC.V.0,2015-01-15,1262.3,1045154.0,1.98
GF.V.0,2015-01-15,205.6,1045154.0,1.98
HE.V.0,2015-01-15,75.8,1045154.0,1.98
HG.V.0,2015-01-15,2.5625,1045154.0,1.98
LE.V.0,2015-01-15,154.775,1045154.0,1.98
PL.V.0,2015-01-15,1260.4,1045154.0,1.98
RB.V.0,2015-01-15,1.2985,1045154.0,1.98
SI.V.0,2015-01-15,17.03,1045154.0,1.98
ZC.V.0,2015-01-15,380.0,1045154.0,1.98
ZL.V.0,2015-01-15,33.04,1045154.0,1.98
ZM.V.0,2015-01-15,326.8,1045154.0,1.98
ZR.V.0,2015-01-15,11.345,1045154.0,1.98
ZS.V.0,2015-01-15,991.75,1045154.0,1.98
CL.V.0,2015-01-16,48.48,1055224.0,2.01
GC.V.0,2015-01-16,1280.3,1055224.0,2.01
GF.V.0,2015-01-16,207.05,1055224.0,2.01
HE.V.0,2015-01-16,74.3,1055224.0,2.01
HG.V.0,2015-01-16,2.6325,1055224.0,2.01
LE.V.0,2015-01-16,154.85,1055224.0,2.01
PL.V.0,2015-01-16,1267.9,1055224.0,2.01
RB.V.0,2015-01-16,1.3636,1055224.0,2.01
SI.V.0,2015-01-16,17.78,1055224.0,2.01
ZC.V.0,2015-01-16,386.25,1055224.0,2.01
ZL.V.0,2015-01-16,33.37,1055224.0,2.01
ZM.V.0,2015-01-16,326.1,1055224.0,2.01
ZR.V.0,2015-01-16,11.355,1055224.0,2.01
ZS.V.0,2015-01-16,990.75,1055224.0,2.01
CL.V.0,2015-01-18,48.43,1055224.0,
GC.V.0,2015-01-18,1279.0,1055224.0,
HG.V.0,2015-01-18,2.6185,1055224.0,
PL.V.0,2015-01-18,1265.9,1055224.0,
RB.V.0,2015-01-18,1.36,1055224.0,
SI.V.0,2015-01-18,17.81,1055224.0,
CL.V.0,2015-01-19,47.78,1055224.0,
GC.V.0,2015-01-19,1276.0,1055224.0,
HG.V.0,2015-01-19,2.5735,1055224.0,
PL.V.0,2015-01-19,1263.6,1055224.0,
RB.V.0,2015-01-19,1.3719,1055224.0,
SI.V.0,2015-01-19,17.7,1055224.0,
CL.V.0,2015-01-20,46.74,1055224.0,1.99
GC.V.0,2015-01-20,1293.6,1055224.0,1.99
GF.V.0,2015-01-20,202.75,1055224.0,1.99
HE.V.0,2015-01-20,72.775,1055224.0,1.99
HG.V.0,2015-01-20,2.5875,1055224.0,1.99
LE.V.0,2015-01-20,153.375,1055224.0,1.99
PL.V.0,2015-01-20,1278.6,1055224.0,1.99
RB.V.0,2015-01-20,1.3412,1055224.0,1.99
SI.V.0,2015-01-20,17.96,1055224.0,1.99
ZC.V.0,2015-01-20,390.25,1055224.0,1.99
ZL.V.0,2015-01-20,32.9,1055224.0,1.99
ZM.V.0,2015-01-20,326.5,1055224.0,1.99
ZR.V.0,2015-01-20,11.25,1055224.0,1.99
ZS.V.0,2015-01-20,982.5,1055224.0,1.99
CL.V.0,2015-01-21,47.3,1055224.0,2.05
GC.V.0,2015-01-21,1292.0,1055224.0,2.05
GF.V.0,2015-01-21,205.325,1055224.0,2.05
HE.V.0,2015-01-21,72.95,1055224.0,2.05
HG.V.0,2015-01-21,2.6045,1055224.0,2.05
LE.V.0,2015-01-21,153.3,1055224.0,2.05
PL.V.0,2015-01-21,1272.4,1055224.0,2.05
RB.V.0,2015-01-21,1.3516,1055224.0,2.05
SI.V.0,2015-01-21,18.12,1055224.0,2.05
ZC.V.0,2015-01-21,387.5,1055224.0,2.05
ZL.V.0,2015-01-21,32.41,1055224.0,2.05
ZM.V.0,2015-01-21,330.3,1055224.0,2.05
ZR.V.0,2015-01-21,11.395,1055224.0,2.05
ZS.V.0,2015-01-21,983.5,1055224.0,2.05
CL.V.0,2015-01-22,47.32,1055224.0,2.03
GC.V.0,2015-01-22,1300.9,1055224.0,2.03
GF.V.0,2015-01-22,205.75,1055224.0,2.03
HE.V.0,2015-01-22,70.85,1055224.0,2.03
HG.V.0,2015-01-22,2.5795,1055224.0,2.03
LE.V.0,2015-01-22,153.275,1055224.0,2.03
PL.V.0,2015-01-22,1282.8,1055224.0,2.03
RB.V.0,2015-01-22,1.3828,1055224.0,2.03
SI.V.0,2015-01-22,18.335,1055224.0,2.03
ZC.V.0,2015-01-22,383.75,1055224.0,2.03
ZL.V.0,2015-01-22,32.01,1055224.0,2.03
ZM.V.0,2015-01-22,330.2,1055224.0,2.03
ZR.V.0,2015-01-22,11.18,1055224.0,2.03
ZS.V.0,2015-01-22,977.75,1055224.0,2.03
CL.V.0,2015-01-23,45.29,1064097.0,1.99
GC.V.0,2015-01-23,1294.1,1064097.0,1.99
GF.V.0,2015-01-23,201.825,1064097.0,1.99
HE.V.0,2015-01-23,70.725,1064097.0,1.99
HG.V.0,2015-01-23,2.495,1064097.0,1.99
LE.V.0,2015-01-23,148.8,1064097.0,1.99
PL.V.0,2015-01-23,1269.6,1064097.0,1.99
RB.V.0,2015-01-23,1.3693,1064097.0,1.99
SI.V.0,2015-01-23,18.325,1064097.0,1.99
ZC.V.0,2015-01-23,386.5,1064097.0,1.99
ZL.V.0,2015-01-23,31.62,1064097.0,1.99
ZM.V.0,2015-01-23,330.8,1064097.0,1.99
ZR.V.0,2015-01-23,11.0,1064097.0,1.99
ZS.V.0,2015-01-23,972.5,1064097.0,1.99
CL.V.0,2015-01-25,44.45,1064097.0,
GC.V.0,2015-01-25,1297.0,1064097.0,
HG.V.0,2015-01-25,2.4665,1064097.0,
PL.V.0,2015-01-25,1275.9,1064097.0,
RB.V.0,2015-01-25,1.3541,1064097.0,
SI.V.0,2015-01-25,18.395,1064097.0,
CL.V.0,2015-01-26,45.17,1064097.0,1.98
GC.V.0,2015-01-26,1279.8,1064097.0,1.98
GF.V.0,2015-01-26,199.35,1064097.0,1.98
HE.V.0,2015-01-26,73.2,1064097.0,1.98
HG.V.0,2015-01-26,2.5395,1064097.0,1.98
LE.V.0,2015-01-26,148.35,1064097.0,1.98
PL.V.0,2015-01-26,1253.2,1064097.0,1.98
RB.V.0,2015-01-26,1.3445,1064097.0,1.98
SI.V.0,2015-01-26,17.94,1064097.0,1.98
ZC.V.0,2015-01-26,383.5,1064097.0,1.98
ZL.V.0,2015-01-26,31.07,1064097.0,1.98
ZM.V.0,2015-01-26,339.3,1064097.0,1.98
ZR.V.0,2015-01-26,10.885,1064097.0,1.98
ZS.V.0,2015-01-26,984.0,1064097.0,1.98
CL.V.0,2015-01-27,45.47,1064097.0,2.03
GC.V.0,2015-01-27,1293.1,1064097.0,2.03
GF.V.0,2015-01-27,204.0,1064097.0,2.03
HE.V.0,2015-01-27,71.25,1064097.0,2.03
HG.V.0,2015-01-27,2.4635,1064097.0,2.03
LE.V.0,2015-01-27,150.3,1064097.0,2.03
PL.V.0,2015-01-27,1266.2,1064097.0,2.03
RB.V.0,2015-01-27,1.3916,1064097.0,2.03
SI.V.0,2015-01-27,18.07,1064097.0,2.03
ZC.V.0,2015-01-27,381.0,1064097.0,2.03
ZL.V.0,2015-01-27,31.21,1064097.0,2.03
ZM.V.0,2015-01-27,336.7,1064097.0,2.03
ZR.V.0,2015-01-27,10.95,1064097.0,2.03
ZS.V.0,2015-01-27,974.75,1064097.0,2.03
CL.V.0,2015-01-28,44.46,1064097.0,1.98
GC.V.0,2015-01-28,1284.5,1064097.0,1.98
GF.V.0,2015-01-28,203.4,1064097.0,1.98
HE.V.0,2015-01-28,74.6,1064097.0,1.98
HG.V.0,2015-01-28,2.4605,1064097.0,1.98
LE.V.0,2015-01-28,151.075,1064097.0,1.98
PL.V.0,2015-01-28,1256.3,1064097.0,1.98
RB.V.0,2015-01-28,1.3839,1064097.0,1.98
SI.V.0,2015-01-28,17.99,1064097.0,1.98
ZC.V.0,2015-01-28,374.25,1064097.0,1.98
ZL.V.0,2015-01-28,30.34,1064097.0,1.98
ZM.V.0,2015-01-28,337.2,1064097.0,1.98
ZR.V.0,2015-01-28,10.725,1064097.0,1.98
ZS.V.0,2015-01-28,970.0,1064097.0,1.98
CL.V.0,2015-01-29,44.6,1064097.0,1.93
GC.V.0,2015-01-29,1260.2,1064097.0,1.93
GF.V.0,2015-01-29,203.525,1064097.0,1.93
HE.V.0,2015-01-29,73.225,1064097.0,1.93
HG.V.0,2015-01-29,2.4555,1064097.0,1.93
LE.V.0,2015-01-29,150.675,1064097.0,1.93
PL.V.0,2015-01-29,1227.4,1064097.0,1.93
RB.V.0,2015-01-29,1.3943,1064097.0,1.93
SI.V.0,2015-01-29,16.995,1064097.0,1.93
ZC.V.0,2015-01-29,373.0,1064097.0,1.93
ZL.V.0,2015-01-29,29.57,1064097.0,1.93
ZM.V.0,2015-01-29,337.9,1064097.0,1.93
ZR.V.0,2015-01-29,10.86,1064097.0,1.93
ZS.V.0,2015-01-29,968.25,1064097.0,1.93
CL.V.0,2015-01-30,47.85,1070430.0,2.01
GC.V.0,2015-01-30,1283.0,1070430.0,2.01
GF.V.0,2015-01-30,205.35,1070430.0,2.01
HE.V.0,2015-01-30,72.325,1070430.0,2.01
HG.V.0,2015-01-30,2.4985,1070430.0,2.01
LE.V.0,2015-01-30,152.1,1070430.0,2.01
PL.V.0,2015-01-30,1240.7,1070430.0,2.01
RB.V.0,2015-01-30,1.4659,1070430.0,2.01
SI.V.0,2015-01-30,17.255,1070430.0,2.01
ZC.V.0,2015-01-30,370.75,1070430.0,2.01
ZL.V.0,2015-01-30,30.01,1070430.0,2.01
ZM.V.0,2015-01-30,330.7,1070430.0,2.01
ZR.V.0,2015-01-30,10.6,1070430.0,2.01
ZS.V.0,2015-01-30,961.25,1070430.0,2.01
CL.V.0,2015-02-01,47.33,1070430.0,
GC.V.0,2015-02-01,1281.3,1070430.0,
HG.V.0,2015-02-01,2.4715,1070430.0,
PL.V.0,2015-02-01,1237.6,1070430.0,
RB.V.0,2015-02-01,1.465,1070430.0,
SI.V.0,2015-02-01,17.175,1070430.0,
CL.V.0,2015-02-02,50.37,1070430.0,1.98
GC.V.0,2015-02-02,1275.1,1070430.0,1.98
GF.V.0,2015-02-02,200.825,1070430.0,1.98
HE.V.0,2015-02-02,71.05,1070430.0,1.98
HG.V.0,2015-02-02,2.508,1070430.0,1.98
LE.V.0,2015-02-02,149.725,1070430.0,1.98
PL.V.0,2015-02-02,1230.4,1070430.0,1.98
RB.V.0,2015-02-02,1.5648,1070430.0,1.98
SI.V.0,2015-02-02,17.21,1070430.0,1.98
ZC.V.0,2015-02-02,370.0,1070430.0,1.98
ZL.V.0,2015-02-02,30.34,1070430.0,1.98
ZM.V.0,2015-02-02,327.6,1070430.0,1.98
ZR.V.0,2015-02-02,10.275,1070430.0,1.98
ZS.V.0,2015-02-02,959.75,1070430.0,1.98
CL.V.0,2015-02-03,51.86,1070430.0,2.0
GC.V.0,2015-02-03,1261.7,1070430.0,2.0
GF.V.0,2015-02-03,199.175,1070430.0,2.0
HE.V.0,2015-02-03,70.4,1070430.0,2.0
HG.V.0,2015-02-03,2.576,1070430.0,2.0
LE.V.0,2015-02-03,150.275,1070430.0,2.0
PL.V.0,2015-02-03,1234.6,1070430.0,2.0
RB.V.0,2015-02-03,1.5803,1070430.0,2.0
SI.V.0,2015-02-03,17.285,1070430.0,2.0
ZC.V.0,2015-02-03,385.5,1070430.0,2.0
ZL.V.0,2015-02-03,30.75,1070430.0,2.0
ZM.V.0,2015-02-03,340.1,1070430.0,2.0
ZR.V.0,2015-02-03,10.375,1070430.0,2.0
ZS.V.0,2015-02-03,985.25,1070430.0,2.0
CL.V.0,2015-02-04,48.63,1070430.0,2.07
GC.V.0,2015-02-04,1272.8,1070430.0,2.07
GF.V.0,2015-02-04,196.45,1070430.0,2.07
HE.V.0,2015-02-04,67.875,1070430.0,2.07
HG.V.0,2015-02-04,2.587,1070430.0,2.07
LE.V.0,2015-02-04,148.9,1070430.0,2.07
PL.V.0,2015-02-04,1245.0,1070430.0,2.07
RB.V.0,2015-02-04,1.4998,1070430.0,2.07
SI.V.0,2015-02-04,17.4,1070430.0,2.07
ZC.V.0,2015-02-04,383.5,1070430.0,2.07
ZL.V.0,2015-02-04,30.59,1070430.0,2.07
ZM.V.0,2015-02-04,332.4,1070430.0,2.07
ZR.V.0,2015-02-04,10.25,1070430.0,2.07
ZS.V.0,2015-02-04,972.5,1070430.0,2.07
CL.V.0,2015-02-05,51.29,1070430.0,2.02
GC.V.0,2015-02-05,1265.7,1070430.0,2.02
GF.V.0,2015-02-05,196.875,1070430.0,2.02
HE.V.0,2015-02-05,66.625,1070430.0,2.02
HG.V.0,2015-02-05,2.595,1070430.0,2.02
LE.V.0,2015-02-05,148.55,1070430.0,2.02
PL.V.0,2015-02-05,1250.8,1070430.0,2.02
RB.V.0,2015-02-05,1.537,1070430.0,2.02
SI.V.0,2015-02-05,17.245,1070430.0,2.02
ZC.V.0,2015-02-05,384.75,1070430.0,2.02
ZL.V.0,2015-02-05,31.68,1070430.0,2.02
ZM.V.0,2015-02-05,331.6,1070430.0,2.02
ZR.V.0,2015-02-05,10.475,1070430.0,2.02
ZS.V.0,2015-02-05,981.25,1070430.0,2.02
CL.V.0,2015-02-06,52.34,1074756.0,2.06
GC.V.0,2015-02-06,1233.3,1074756.0,2.06
GF.V.0,2015-02-06,200.15,1074756.0,2.06
HE.V.0,2015-02-06,68.95,1074756.0,2.06
HG.V.0,2015-02-06,2.589,1074756.0,2.06
LE.V.0,2015-02-06,151.025,1074756.0,2.06
PL.V.0,2015-02-06,1222.5,1074756.0,2.06
RB.V.0,2015-02-06,1.565,1074756.0,2.06
SI.V.0,2015-02-06,16.715,1074756.0,2.06
ZC.V.0,2015-02-06,385.75,1074756.0,2.06
ZL.V.0,2015-02-06,31.82,1074756.0,2.06
ZM.V.0,2015-02-06,329.7,1074756.0,2.06
ZR.V.0,2015-02-06,10.75,1074756.0,2.06
ZS.V.0,2015-02-06,974.0,1074756.0,2.06
CL.V.0,2015-02-08,52.72,1074756.0,
GC.V.0,2015-02-08,1238.1,1074756.0,
HG.V.0,2015-02-08,2.5825,1074756.0,
PL.V.0,2015-02-08,1228.3,1074756.0,
RB.V.0,2015-02-08,1.5843,1074756.0,
SI.V.0,2015-02-08,16.74,1074756.0,
CL.V.0,2015-02-09,52.48,1074756.0,2.06
GC.V.0,2015-02-09,1238.6,1074756.0,2.06
GF.V.0,2015-02-09,203.825,1074756.0,2.06
HE.V.0,2015-02-09,66.7,1074756.0,2.06
HG.V.0,2015-02-09,2.579,1074756.0,2.06
LE.V.0,2015-02-09,154.225,1074756.0,2.06
PL.V.0,2015-02-09,1219.1,1074756.0,2.06
RB.V.0,2015-02-09,1.5786,1074756.0,2.06
SI.V.0,2015-02-09,16.99,1074756.0,2.06
ZC.V.0,2015-02-09,391.5,1074756.0,2.06
ZL.V.0,2015-02-09,31.96,1074756.0,2.06
ZM.V.0,2015-02-09,330.3,1074756.0,2.06
ZR.V.0,2015-02-09,10.46,1074756.0,2.06
ZS.V.0,2015-02-09,979.25,1074756.0,2.06
CL.V.0,2015-02-10,50.75,1074756.0,2.08
GC.V.0,2015-02-10,1233.3,1074756.0,2.08
GF.V.0,2015-02-10,201.9,1074756.0,2.08
HE.V.0,2015-02-10,66.025,1074756.0,2.08
HG.V.0,2015-02-10,2.546,1074756.0,2.08
LE.V.0,2015-02-10,153.775,1074756.0,2.08
PL.V.0,2015-02-10,1208.4,1074756.0,2.08
RB.V.0,2015-02-10,1.5581,1074756.0,2.08
SI.V.0,2015-02-10,16.895,1074756.0,2.08
ZC.V.0,2015-02-10,388.25,1074756.0,2.08
ZL.V.0,2015-02-10,31.5,1074756.0,2.08
ZM.V.0,2015-02-10,326.5,1074756.0,2.08
ZR.V.0,2015-02-10,10.265,1074756.0,2.08
ZS.V.0,2015-02-10,969.25,1074756.0,2.08
CL.V.0,2015-02-11,49.25,1074756.0,2.04
GC.V.0,2015-02-11,1220.4,1074756.0,2.04
GF.V.0,2015-02-11,198.4,1074756.0,2.04
HE.V.0,2015-02-11,64.7,1074756.0,2.04
HG.V.0,2015-02-11,2.543,1074756.0,2.04
LE.V.0,2015-02-11,151.225,1074756.0,2.04
PL.V.0,2015-02-11,1198.2,1074756.0,2.04
RB.V.0,2015-02-11,1.5486,1074756.0,2.04
SI.V.0,2015-02-11,16.81,1074756.0,2.04
ZC.V.0,2015-02-11,385.75,1074756.0,2.04
ZL.V.0,2015-02-11,31.78,1074756.0,2.04
ZM.V.0,2015-02-11,329.1,1074756.0,2.04
ZR.V.0,2015-02-11,10.4,1074756.0,2.04
ZS.V.0,2015-02-11,978.0,1074756.0,2.04
CL.V.0,2015-02-12,51.24,1074756.0,1.95
GC.V.0,2015-02-12,1223.4,1074756.0,1.95
GF.V.0,2015-02-12,200.7,1074756.0,1.95
HE.V.0,2015-02-12,64.25,1074756.0,1.95
HG.V.0,2015-02-12,2.602,1074756.0,1.95
LE.V.0,2015-02-12,151.7,1074756.0,1.95
PL.V.0,2015-02-12,1201.5,1074756.0,1.95
RB.V.0,2015-02-12,1.6043,1074756.0,1.95
SI.V.0,2015-02-12,16.855,1074756.0,1.95
ZC.V.0,2015-02-12,383.0,1074756.0,1.95
ZL.V.0,2015-02-12,32.01,1074756.0,1.95
ZM.V.0,2015-02-12,330.4,1074756.0,1.95
ZR.V.0,2015-02-12,10.325,1074756.0,1.95
ZS.V.0,2015-02-12,983.25,1074756.0,1.95
CL.V.0,2015-02-13,52.65,1082471.0,2.04
GC.V.0,2015-02-13,1227.9,1082471.0,2.04
GF.V.0,2015-02-13,203.875,1082471.0,2.04
HE.V.0,2015-02-13,66.15,1082471.0,2.04
HG.V.0,2015-02-13,2.602,1082471.0,2.04
LE.V.0,2015-02-13,153.3,1082471.0,2.04
PL.V.0,2015-02-13,1208.3,1082471.0,2.04
RB.V.0,2015-02-13,1.6215,1082471.0,2.04
SI.V.0,2015-02-13,17.32,1082471.0,2.04
ZC.V.0,2015-02-13,387.75,1082471.0,2.04
ZL.V.0,2015-02-13,32.33,1082471.0,2.04
ZM.V.0,2015-02-13,332.6,1082471.0,2.04
ZR.V.0,2015-02-13,10.54,1082471.0,2.04
ZS.V.0,2015-02-13,990.0,1082471.0,2.04
CL.V.0,2015-02-15,53.2,1082471.0,
GC.V.0,2015-02-15,1228.7,1082471.0,
HG.V.0,2015-02-15,2.6055,1082471.0,
PL.V.0,2015-02-15,1210.5,1082471.0,
RB.V.0,2015-02-15,1.649,1082471.0,
SI.V.0,2015-02-15,17.305,1082471.0,
CL.V.0,2015-02-16,52.82,1082471.0,
GC.V.0,2015-02-16,1231.7,1082471.0,
HG.V.0,2015-02-16,2.609,1082471.0,
PL.V.0,2015-02-16,1208.7,1082471.0,
RB.V.0,2015-02-16,1.627,1082471.0,
SI.V.0,2015-02-16,17.27,1082471.0,
CL.V.0,2015-02-17,53.12,1082471.0,2.09
GC.V.0,2015-02-17,1208.5,1082471.0,2.09
GF.V.0,2015-02-17,201.8,1082471.0,2.09
HE.V.0,2015-02-17,63.85,1082471.0,2.09
HG.V.0,2015-02-17,2.58,1082471.0,2.09
LE.V.0,2015-02-17,150.95,1082471.0,2.09
PL.V.0,2015-02-17,1181.8,1082471.0,2.09
RB.V.0,2015-02-17,1.5813,1082471.0,2.09
ZC.V.0,2015-02-17,389.75,1082471.0,2.09
ZL.V.0,2015-02-17,32.34,1082471.0,2.09
ZM.V.0,2015-02-17,342.5,1082471.0,2.09
ZR.V.0,2015-02-17,10.68,1082471.0,2.09
ZS.V.0,2015-02-17,1008.25,1082471.0,2.09
CL.V.0,2015-02-18,50.59,1082471.0,2.1
GC.V.0,2015-02-18,1212.8,1082471.0,2.1
GF.V.0,2015-02-18,203.3,1082471.0,2.1
