date,symbol,root,settle
2020-05-01,RB.V.0,RB,0.7674
2020-05-01,SI.V.0,SI,15.065
2020-05-01,ZC.V.0,ZC,318.0
2020-05-01,ZL.V.0,ZL,26.51
2020-05-01,ZM.V.0,ZM,292.2
2020-05-01,ZR.V.0,ZR,14.775
2020-05-01,ZS.V.0,ZS,849.0
2020-05-03,CL.V.0,CL,18.62
2020-05-03,GC.V.0,GC,1707.1
2020-05-03,HG.V.0,HG,2.297
2020-05-03,PL.V.0,PL,768.3
2020-05-03,RB.V.0,RB,0.7528
2020-05-03,SI.V.0,SI,14.97
2020-05-04,CL.V.0,CL,21.41
2020-05-04,GC.V.0,GC,1711.8
2020-05-04,GF.V.0,GF,129.5
2020-05-04,HE.V.0,HE,65.9
2020-05-04,HG.V.0,HG,2.32
2020-05-04,LE.V.0,LE,88.7
2020-05-04,PL.V.0,PL,780.4
2020-05-04,RB.V.0,RB,0.8415
2020-05-04,SI.V.0,SI,14.88
2020-05-04,ZC.V.0,ZC,315.75
2020-05-04,ZL.V.0,ZL,26.16
2020-05-04,ZM.V.0,ZM,288.2
2020-05-04,ZR.V.0,ZR,14.765
2020-05-04,ZS.V.0,ZS,835.5
2020-05-05,CL.V.0,CL,25.74
2020-05-05,GC.V.0,GC,1712.5
2020-05-05,GF.V.0,GF,127.125
2020-05-05,HE.V.0,HE,63.825
2020-05-05,HG.V.0,HG,2.336
2020-05-05,LE.V.0,LE,86.05
2020-05-05,PL.V.0,PL,781.6
2020-05-05,RB.V.0,RB,0.9324
2020-05-05,SI.V.0,SI,15.105
2020-05-05,ZC.V.0,ZC,317.25
2020-05-05,ZL.V.0,ZL,26.26
2020-05-05,ZM.V.0,ZM,289.1
2020-05-05,ZR.V.0,ZR,14.74
2020-05-05,ZS.V.0,ZS,838.5
2020-05-06,CL.V.0,CL,23.78
2020-05-06,GC.V.0,GC,1692.2
2020-05-06,GF.V.0,GF,132.75
2020-05-06,HE.V.0,HE,65.525
2020-05-06,HG.V.0,HG,2.34
2020-05-06,LE.V.0,LE,89.475
2020-05-06,PL.V.0,PL,764.5
2020-05-06,RB.V.0,RB,0.8831
2020-05-06,SI.V.0,SI,15.005
2020-05-06,ZC.V.0,ZC,314.0
2020-05-06,ZL.V.0,ZL,25.87
2020-05-06,ZM.V.0,ZM,288.0
2020-05-06,ZR.V.0,ZR,14.9
2020-05-06,ZS.V.0,ZS,832.75
2020-05-07,CL.V.0,CL,25.11
2020-05-07,GC.V.0,GC,1724.7
2020-05-07,GF.V.0,GF,138.8
2020-05-07,HE.V.0,HE,63.725
2020-05-07,HG.V.0,HG,2.3835
2020-05-07,LE.V.0,LE,93.975
2020-05-07,PL.V.0,PL,781.4
2020-05-07,RB.V.0,RB,0.9342
2020-05-07,SI.V.0,SI,15.585
2020-05-07,ZC.V.0,ZC,318.25
2020-05-07,ZL.V.0,ZL,26.25
2020-05-07,ZM.V.0,ZM,288.1
2020-05-07,ZR.V.0,ZR,15.015
2020-05-07,ZS.V.0,ZS,843.75
2020-05-08,CL.V.0,CL,26.04
2020-05-08,GC.V.0,GC,1704.8
2020-05-08,GF.V.0,GF,137.05
2020-05-08,HE.V.0,HE,61.675
2020-05-08,HG.V.0,HG,2.416
2020-05-08,LE.V.0,LE,95.325
2020-05-08,PL.V.0,PL,790.9
2020-05-08,RB.V.0,RB,0.9544
2020-05-08,SI.V.0,SI,15.775
2020-05-08,ZC.V.0,ZC,319.75
2020-05-08,ZL.V.0,ZL,26.52
2020-05-08,ZM.V.0,ZM,290.9
2020-05-08,ZR.V.0,ZR,15.31
2020-05-08,ZS.V.0,ZS,850.5
2020-05-10,CL.V.0,CL,25.86
2020-05-10,GC.V.0,GC,1708.7
2020-05-10,HG.V.0,HG,2.42
2020-05-10,PL.V.0,PL,796.2
2020-05-10,RB.V.0,RB,0.9501
2020-05-10,SI.V.0,SI,15.86
2020-05-11,CL.V.0,CL,25.38
2020-05-11,GC.V.0,GC,1699.4
2020-05-11,GF.V.0,GF,132.675
2020-05-11,HE.V.0,HE,60.625
2020-05-11,HG.V.0,HG,2.3765
2020-05-11,LE.V.0,LE,92.75
2020-05-11,PL.V.0,PL,781.2
2020-05-11,RB.V.0,RB,0.9333
2020-05-11,SI.V.0,SI,15.675
2020-05-11,ZC.V.0,ZC,317.75
2020-05-11,ZL.V.0,ZL,26.51
2020-05-11,ZM.V.0,ZM,290.1
2020-05-11,ZR.V.0,ZR,15.4
2020-05-11,ZS.V.0,ZS,854.25
2020-05-12,CL.V.0,CL,25.8
2020-05-12,GC.V.0,GC,1705.7
2020-05-12,GF.V.0,GF,135.8
2020-05-12,HE.V.0,HE,61.475
2020-05-12,HG.V.0,HG,2.337
2020-05-12,LE.V.0,LE,97.175
2020-05-12,PL.V.0,PL,768.2
2020-05-12,RB.V.0,RB,0.892
2020-05-12,SI.V.0,SI,15.595
2020-05-12,ZC.V.0,ZC,322.25
2020-05-12,ZL.V.0,ZL,26.24
2020-05-12,ZM.V.0,ZM,292.5
2020-05-12,ZR.V.0,ZR,15.455
2020-05-12,ZS.V.0,ZS,852.25
2020-05-13,CL.V.0,CL,26.09
2020-05-13,GC.V.0,GC,1726.5
2020-05-13,GF.V.0,GF,133.2
2020-05-13,HE.V.0,HE,57.825
2020-05-13,HG.V.0,HG,2.352
2020-05-13,LE.V.0,LE,94.625
2020-05-13,PL.V.0,PL,776.8
2020-05-13,RB.V.0,RB,0.849
2020-05-13,SI.V.0,SI,15.8
2020-05-13,ZC.V.0,ZC,317.75
2020-05-13,ZL.V.0,ZL,25.9
2020-05-13,ZM.V.0,ZM,290.6
2020-05-13,ZR.V.0,ZR,15.65
2020-05-13,ZS.V.0,ZS,838.75
2020-05-14,CL.V.0,CL,28.05
2020-05-14,GC.V.0,GC,1742.1
2020-05-14,GF.V.0,GF,130.85
2020-05-14,HE.V.0,HE,58.875
2020-05-14,HG.V.0,HG,2.3615
2020-05-14,LE.V.0,LE,97.25
2020-05-14,PL.V.0,PL,785.6
2020-05-14,RB.V.0,RB,0.9286
2020-05-14,SI.V.0,SI,16.265
2020-05-14,ZC.V.0,ZC,317.25
2020-05-14,ZL.V.0,ZL,26.19
2020-05-14,ZM.V.0,ZM,288.3
2020-05-14,ZR.V.0,ZR,15.95
2020-05-14,ZS.V.0,ZS,837.5
2020-05-15,CL.V.0,CL,29.78
2020-05-15,GC.V.0,GC,1754.1
2020-05-15,GF.V.0,GF,130.7
2020-05-15,HE.V.0,HE,58.1
2020-05-15,HG.V.0,HG,2.331
2020-05-15,LE.V.0,LE,97.125
2020-05-15,PL.V.0,PL,822.1
2020-05-15,RB.V.0,RB,0.9862
2020-05-15,SI.V.0,SI,17.08
2020-05-15,ZC.V.0,ZC,319.5
2020-05-15,ZL.V.0,ZL,26.53
2020-05-15,ZM.V.0,ZM,287.4
2020-05-15,ZR.V.0,ZR,15.975
2020-05-15,ZS.V.0,ZS,837.25
2020-05-17,CL.V.0,CL,30.48
2020-05-17,GC.V.0,GC,1766.5
2020-05-17,HG.V.0,HG,2.3475
2020-05-17,PL.V.0,PL,841.2
2020-05-17,RB.V.0,RB,1.008
2020-05-17,SI.V.0,SI,17.345
2020-05-18,CL.V.0,CL,32.67
2020-05-18,GC.V.0,GC,1736.9
2020-05-18,GF.V.0,GF,132.475
2020-05-18,HE.V.0,HE,57.375
2020-05-18,HG.V.0,HG,2.434
2020-05-18,LE.V.0,LE,98.65
2020-05-18,PL.V.0,PL,862.1
2020-05-18,RB.V.0,RB,1.0626
2020-05-18,SI.V.0,SI,17.485
2020-05-18,ZC.V.0,ZC,321.0
2020-05-18,ZL.V.0,ZL,27.32
2020-05-18,ZM.V.0,ZM,284.8
2020-05-18,ZR.V.0,ZR,16.0
2020-05-18,ZS.V.0,ZS,844.5
2020-05-19,CL.V.0,CL,31.65
2020-05-19,GC.V.0,GC,1749.6
2020-05-19,GF.V.0,GF,132.0
2020-05-19,HE.V.0,HE,56.55
2020-05-19,HG.V.0,HG,2.4105
2020-05-19,LE.V.0,LE,99.175
2020-05-19,PL.V.0,PL,893.8
2020-05-19,RB.V.0,RB,1.0455
2020-05-19,SI.V.0,SI,17.915
2020-05-19,ZC.V.0,ZC,321.25
2020-05-19,ZL.V.0,ZL,27.11
2020-05-19,ZM.V.0,ZM,284.4
2020-05-19,ZR.V.0,ZR,16.03
2020-05-19,ZS.V.0,ZS,843.0
2020-05-20,CL.V.0,CL,33.57
2020-05-20,GC.V.0,GC,1749.8
2020-05-20,GF.V.0,GF,128.8
2020-05-20,HE.V.0,HE,55.825
2020-05-20,HG.V.0,HG,2.4585
2020-05-20,LE.V.0,LE,97.7
2020-05-20,PL.V.0,PL,932.0
2020-05-20,RB.V.0,RB,1.0579
2020-05-20,SI.V.0,SI,17.985
2020-05-20,ZC.V.0,ZC,319.25
2020-05-20,ZL.V.0,ZL,27.35
2020-05-20,ZM.V.0,ZM,285.5
2020-05-20,ZR.V.0,ZR,16.07
2020-05-20,ZS.V.0,ZS,846.5
2020-05-21,CL.V.0,CL,33.99
2020-05-21,GC.V.0,GC,1725.5
2020-05-21,GF.V.0,GF,128.675
2020-05-21,HE.V.0,HE,57.25
2020-05-21,HG.V.0,HG,2.428
2020-05-21,LE.V.0,LE,98.25
2020-05-21,PL.V.0,PL,869.3
2020-05-21,RB.V.0,RB,1.0674
2020-05-21,SI.V.0,SI,17.425
2020-05-21,ZC.V.0,ZC,318.0
2020-05-21,ZL.V.0,ZL,27.1
2020-05-21,ZM.V.0,ZM,282.6
2020-05-21,ZR.V.0,ZR,16.03
2020-05-21,ZS.V.0,ZS,835.25
2020-05-22,CL.V.0,CL,33.56
2020-05-22,GC.V.0,GC,1734.7
2020-05-22,GF.V.0,GF,128.5
2020-05-22,HE.V.0,HE,56.025
2020-05-22,HG.V.0,HG,2.3915
2020-05-22,LE.V.0,LE,97.075
2020-05-22,PL.V.0,PL,886.6
2020-05-22,RB.V.0,RB,1.0481
2020-05-22,SI.V.0,SI,17.69
2020-05-22,ZC.V.0,ZC,317.5
2020-05-22,ZL.V.0,ZL,26.67
2020-05-22,ZM.V.0,ZM,284.1
2020-05-22,ZR.V.0,ZR,16.045
2020-05-22,ZS.V.0,ZS,833.25
2020-05-24,CL.V.0,CL,32.89
2020-05-24,GC.V.0,GC,1730.6
2020-05-24,HG.V.0,HG,2.397
2020-05-24,PL.V.0,PL,885.9
2020-05-24,RB.V.0,RB,1.0368
2020-05-24,SI.V.0,SI,17.645
2020-05-25,CL.V.0,CL,33.91
2020-05-25,GC.V.0,GC,1727.1
2020-05-25,HG.V.0,HG,2.406
2020-05-25,PL.V.0,PL,895.2
2020-05-25,RB.V.0,RB,1.0659
2020-05-25,SI.V.0,SI,17.64
2020-05-26,CL.V.0,CL,34.05
2020-05-26,GC.V.0,GC,1707.4
2020-05-26,GF.V.0,GF,133.3
2020-05-26,HE.V.0,HE,59.55
2020-05-26,HG.V.0,HG,2.408
2020-05-26,LE.V.0,LE,99.675
2020-05-26,PL.V.0,PL,870.0
2020-05-26,RB.V.0,RB,1.0537
2020-05-26,SI.V.0,SI,17.555
2020-05-26,ZC.V.0,ZC,319.5
2020-05-26,ZL.V.0,ZL,27.24
2020-05-26,ZM.V.0,ZM,284.0
2020-05-26,ZR.V.0,ZR,16.26
2020-05-26,ZS.V.0,ZS,847.25
2020-05-27,CL.V.0,CL,31.75
2020-05-27,GC.V.0,GC,1707.9
2020-05-27,GF.V.0,GF,134.8
2020-05-27,HE.V.0,HE,59.375
2020-05-27,HG.V.0,HG,2.388
2020-05-27,LE.V.0,LE,100.8
2020-05-27,PL.V.0,PL,879.4
2020-05-27,RB.V.0,RB,1.002
2020-05-27,SI.V.0,SI,17.79
2020-05-27,ZC.V.0,ZC,320.5
2020-05-27,ZL.V.0,ZL,27.56
2020-05-27,ZM.V.0,ZM,282.4
2020-05-27,ZR.V.0,ZR,16.35
2020-05-27,ZS.V.0,ZS,849.25
2020-05-28,CL.V.0,CL,33.54
2020-05-28,GC.V.0,GC,1720.3
2020-05-28,GF.V.0,GF,135.85
2020-05-28,HE.V.0,HE,55.55
2020-05-28,HG.V.0,HG,2.408
2020-05-28,LE.V.0,LE,101.125
2020-05-28,PL.V.0,PL,865.0
2020-05-28,RB.V.0,RB,1.026
2020-05-28,SI.V.0,SI,17.97
2020-05-28,ZC.V.0,ZC,327.5
2020-05-28,ZL.V.0,ZL,27.33
2020-05-28,ZM.V.0,ZM,284.3
2020-05-28,ZR.V.0,ZR,17.04
2020-05-28,ZS.V.0,ZS,846.5
2020-05-29,CL.V.0,CL,35.32
2020-05-29,GC.V.0,GC,1743.0
2020-05-29,GF.V.0,GF,134.875
2020-05-29,HE.V.0,HE,57.025
2020-05-29,HG.V.0,HG,2.4425
2020-05-29,LE.V.0,LE,99.9
2020-05-29,PL.V.0,PL,873.1
2020-05-29,RB.V.0,RB,1.074
2020-05-29,SI.V.0,SI,18.485
2020-05-29,ZC.V.0,ZC,325.5
2020-05-29,ZL.V.0,ZL,27.4
2020-05-29,ZM.V.0,ZM,283.2
2020-05-29,ZR.V.0,ZR,17.28
2020-05-29,ZS.V.0,ZS,840.75
2020-05-31,CL.V.0,CL,35.27
2020-05-31,GC.V.0,GC,1755.2
2020-05-31,HG.V.0,HG,2.436
2020-05-31,PL.V.0,PL,877.2
2020-05-31,RB.V.0,RB,1.0761
2020-05-31,SI.V.0,SI,18.685
2020-06-01,CL.V.0,CL,35.45
2020-06-01,GC.V.0,GC,1755.2
2020-06-01,GF.V.0,GF,136.15
2020-06-01,HE.V.0,HE,55.325
2020-06-01,HG.V.0,HG,2.4665
2020-06-01,LE.V.0,LE,99.225
2020-06-01,PL.V.0,PL,900.3
2020-06-01,RB.V.0,RB,1.0683
2020-06-01,SI.V.0,SI,18.855
2020-06-01,ZC.V.0,ZC,324.0
2020-06-01,ZL.V.0,ZL,27.65
2020-06-01,ZM.V.0,ZM,283.4
2020-06-01,ZR.V.0,ZR,18.12
2020-06-01,ZS.V.0,ZS,841.0
2020-06-02,CL.V.0,CL,37.2
2020-06-02,GC.V.0,GC,1733.2
2020-06-02,GF.V.0,GF,133.8
2020-06-02,HE.V.0,HE,54.65
2020-06-02,HG.V.0,HG,2.4985
2020-06-02,LE.V.0,LE,96.85
2020-06-02,PL.V.0,PL,872.7
2020-06-02,RB.V.0,RB,1.1128
2020-06-02,SI.V.0,SI,18.37
2020-06-02,ZC.V.0,ZC,324.0
2020-06-02,ZL.V.0,ZL,27.98
2020-06-02,ZM.V.0,ZM,283.9
2020-06-02,ZR.V.0,ZR,19.065
2020-06-02,ZS.V.0,ZS,852.0
2020-06-03,CL.V.0,CL,36.94
2020-06-03,GC.V.0,GC,1703.1
2020-06-03,GF.V.0,GF,134.4
2020-06-03,HE.V.0,HE,53.8
2020-06-03,HG.V.0,HG,2.4795
2020-06-03,LE.V.0,LE,97.575
2020-06-03,PL.V.0,PL,858.0
2020-06-03,RB.V.0,RB,1.119
2020-06-03,SI.V.0,SI,17.97
2020-06-03,ZC.V.0,ZC,324.25
2020-06-03,ZL.V.0,ZL,27.9
2020-06-03,ZM.V.0,ZM,285.6
2020-06-03,ZR.V.0,ZR,20.565
2020-06-03,ZS.V.0,ZS,858.0
2020-06-04,CL.V.0,CL,37.19
2020-06-04,GC.V.0,GC,1718.7
2020-06-04,GF.V.0,GF,134.95
2020-06-04,HE.V.0,HE,53.625
2020-06-04,HG.V.0,HG,2.482
2020-06-04,LE.V.0,LE,97.725
2020-06-04,PL.V.0,PL,866.2
2020-06-04,RB.V.0,RB,1.1427
2020-06-04,SI.V.0,SI,17.965
2020-06-04,ZC.V.0,ZC,328.75
2020-06-04,ZL.V.0,ZL,27.8
2020-06-04,ZM.V.0,ZM,290.3
2020-06-04,ZR.V.0,ZR,22.065
2020-06-04,ZS.V.0,ZS,868.25
2020-06-05,CL.V.0,CL,38.97
2020-06-05,GC.V.0,GC,1688.6
2020-06-05,GF.V.0,GF,133.875
2020-06-05,HE.V.0,HE,54.3
2020-06-05,HG.V.0,HG,2.5425
2020-06-05,LE.V.0,LE,96.75
2020-06-05,PL.V.0,PL,834.5
2020-06-05,RB.V.0,RB,1.2033
2020-06-05,SI.V.0,SI,17.57
2020-06-05,ZC.V.0,ZC,332.5
2020-06-05,ZL.V.0,ZL,28.26
2020-06-05,ZM.V.0,ZM,289.3
2020-06-05,ZR.V.0,ZR,20.565
2020-06-05,ZS.V.0,ZS,868.25
2020-06-07,CL.V.0,CL,40.39
2020-06-07,GC.V.0,GC,1684.6
2020-06-07,HG.V.0,HG,2.5525
2020-06-07,PL.V.0,PL,835.5
2020-06-07,RB.V.0,RB,1.2443
2020-06-07,SI.V.0,SI,17.585
2020-06-08,CL.V.0,CL,38.61
2020-06-08,GC.V.0,GC,1703.8
2020-06-08,GF.V.0,GF,132.9
2020-06-08,HE.V.0,HE,54.05
2020-06-08,HG.V.0,HG,2.5845
2020-06-08,LE.V.0,LE,96.45
2020-06-08,PL.V.0,PL,863.8
2020-06-08,RB.V.0,RB,1.2086
2020-06-08,SI.V.0,SI,17.925
2020-06-08,ZC.V.0,ZC,333.25
2020-06-08,ZL.V.0,ZL,28.0
2020-06-08,ZM.V.0,ZM,288.7
2020-06-08,ZR.V.0,ZR,19.065
2020-06-08,ZS.V.0,ZS,864.0
2020-06-09,CL.V.0,CL,38.29
2020-06-09,GC.V.0,GC,1719.4
2020-06-09,GF.V.0,GF,134.35
2020-06-09,HE.V.0,HE,52.95
2020-06-09,HG.V.0,HG,2.6005
2020-06-09,LE.V.0,LE,97.975
2020-06-09,PL.V.0,PL,860.1
2020-06-09,RB.V.0,RB,1.2117
2020-06-09,SI.V.0,SI,17.73
2020-06-09,ZC.V.0,ZC,327.25
2020-06-09,ZL.V.0,ZL,28.27
2020-06-09,ZM.V.0,ZM,287.1
2020-06-09,ZR.V.0,ZR,17.565
2020-06-09,ZS.V.0,ZS,863.75
2020-06-10,CL.V.0,CL,38.62
2020-06-10,GC.V.0,GC,1744.4
2020-06-10,GF.V.0,GF,132.85
2020-06-10,HE.V.0,HE,53.025
2020-06-10,HG.V.0,HG,2.66
2020-06-10,LE.V.0,LE,96.85
2020-06-10,PL.V.0,PL,850.0
2020-06-10,RB.V.0,RB,1.1914
2020-06-10,SI.V.0,SI,18.24
2020-06-10,ZC.V.0,ZC,326.75
2020-06-10,ZL.V.0,ZL,28.06
2020-06-10,ZM.V.0,ZM,288.8
2020-06-10,ZR.V.0,ZR,12.205
2020-06-10,ZS.V.0,ZS,866.25
2020-06-11,CL.V.0,CL,35.65
2020-06-11,GC.V.0,GC,1733.2
2020-06-11,GF.V.0,GF,131.5
2020-06-11,HE.V.0,HE,52.15
2020-06-11,HG.V.0,HG,2.573
2020-06-11,LE.V.0,LE,96.125
2020-06-11,PL.V.0,PL,812.8
2020-06-11,RB.V.0,RB,1.0967
2020-06-11,SI.V.0,SI,17.725
2020-06-11,ZC.V.0,ZC,329.5
2020-06-11,ZL.V.0,ZL,27.47
2020-06-11,ZM.V.0,ZM,289.7
2020-06-11,ZR.V.0,ZR,11.975
2020-06-11,ZS.V.0,ZS,866.25
2020-06-12,CL.V.0,CL,36.56
2020-06-12,GC.V.0,GC,1737.3
2020-06-12,GF.V.0,GF,131.35
2020-06-12,HE.V.0,HE,51.625
2020-06-12,HG.V.0,HG,2.6155
2020-06-12,LE.V.0,LE,95.175
2020-06-12,PL.V.0,PL,820.4
2020-06-12,RB.V.0,RB,1.1261
2020-06-12,SI.V.0,SI,17.585
2020-06-12,ZC.V.0,ZC,330.25
2020-06-12,ZL.V.0,ZL,27.54
2020-06-12,ZM.V.0,ZM,289.1
2020-06-12,ZR.V.0,ZR,16.065
2020-06-12,ZS.V.0,ZS,872.0
2020-06-14,CL.V.0,CL,35.56
2020-06-14,GC.V.0,GC,1740.9
2020-06-14,HG.V.0,HG,2.5915
2020-06-14,PL.V.0,PL,816.8
2020-06-14,RB.V.0,RB,1.1114
2020-06-14,SI.V.0,SI,17.585
2020-06-15,CL.V.0,CL,37.15
2020-06-15,GC.V.0,GC,1730.5
2020-06-15,GF.V.0,GF,131.45
2020-06-15,HE.V.0,HE,55.3
2020-06-15,HG.V.0,HG,2.5935
2020-06-15,LE.V.0,LE,96.425
2020-06-15,PL.V.0,PL,831.1
2020-06-15,RB.V.0,RB,1.1734
2020-06-15,SI.V.0,SI,17.54
2020-06-15,ZC.V.0,ZC,329.75
2020-06-15,ZL.V.0,ZL,27.77
2020-06-15,ZM.V.0,ZM,288.4
2020-06-15,ZR.V.0,ZR,16.67
2020-06-15,ZS.V.0,ZS,870.0
2020-06-16,CL.V.0,CL,37.77
2020-06-16,GC.V.0,GC,1734.7
2020-06-16,GF.V.0,GF,132.9
2020-06-16,HE.V.0,HE,52.575
2020-06-16,HG.V.0,HG,2.5705
2020-06-16,LE.V.0,LE,96.5
2020-06-16,PL.V.0,PL,841.4
2020-06-16,RB.V.0,RB,1.1895
2020-06-16,SI.V.0,SI,17.665
2020-06-16,ZC.V.0,ZC,328.25
2020-06-16,ZL.V.0,ZL,27.97
2020-06-16,ZM.V.0,ZM,288.0
2020-06-16,ZR.V.0,ZR,15.73
2020-06-16,ZS.V.0,ZS,867.25
2020-06-17,CL.V.0,CL,37.5
2020-06-17,GC.V.0,GC,1737.0
2020-06-17,GF.V.0,GF,133.625
2020-06-17,HE.V.0,HE,53.175
2020-06-17,HG.V.0,HG,2.585
2020-06-17,LE.V.0,LE,96.7
2020-06-17,PL.V.0,PL,833.8
2020-06-17,RB.V.0,RB,1.2077
2020-06-17,SI.V.0,SI,17.705
2020-06-17,ZC.V.0,ZC,330.0
2020-06-17,ZL.V.0,ZL,28.08
2020-06-17,ZM.V.0,ZM,287.7
2020-06-17,ZR.V.0,ZR,14.5
2020-06-17,ZS.V.0,ZS,871.5
2020-06-18,CL.V.0,CL,39.25
2020-06-18,GC.V.0,GC,1730.6
2020-06-18,GF.V.0,GF,132.925
2020-06-18,HE.V.0,HE,49.65
2020-06-18,HG.V.0,HG,2.6
2020-06-18,LE.V.0,LE,96.225
2020-06-18,PL.V.0,PL,814.9
2020-06-18,RB.V.0,RB,1.2683
2020-06-18,SI.V.0,SI,17.52
2020-06-18,ZC.V.0,ZC,330.0
2020-06-18,ZL.V.0,ZL,28.09
2020-06-18,ZM.V.0,ZM,288.8
2020-06-18,ZR.V.0,ZR,12.085
2020-06-18,ZS.V.0,ZS,873.5
2020-06-19,CL.V.0,CL,39.5
2020-06-19,GC.V.0,GC,1756.2
2020-06-19,GF.V.0,GF,132.475
2020-06-19,HE.V.0,HE,52.825
2020-06-19,HG.V.0,HG,2.6065
2020-06-19,LE.V.0,LE,95.225
2020-06-19,PL.V.0,PL,824.6
2020-06-19,RB.V.0,RB,1.2607
2020-06-19,SI.V.0,SI,17.825
2020-06-19,ZC.V.0,ZC,332.75
2020-06-19,ZL.V.0,ZL,28.43
2020-06-19,ZM.V.0,ZM,286.8
2020-06-19,ZR.V.0,ZR,12.15
2020-06-19,ZS.V.0,ZS,875.75
2020-06-21,CL.V.0,CL,39.85
2020-06-21,GC.V.0,GC,1762.5
2020-06-21,HG.V.0,HG,2.61
2020-06-21,PL.V.0,PL,826.6
2020-06-21,RB.V.0,RB,1.271
2020-06-21,SI.V.0,SI,17.97
2020-06-22,CL.V.0,CL,40.95
2020-06-22,GC.V.0,GC,1767.2
2020-06-22,GF.V.0,GF,131.5
2020-06-22,HE.V.0,HE,51.075
2020-06-22,HG.V.0,HG,2.6645
2020-06-22,LE.V.0,LE,95.05
2020-06-22,PL.V.0,PL,844.7
2020-06-22,RB.V.0,RB,1.2978
2020-06-22,SI.V.0,SI,17.885
2020-06-22,ZC.V.0,ZC,328.0
2020-06-22,ZL.V.0,ZL,28.34
2020-06-22,ZM.V.0,ZM,286.8
2020-06-22,ZR.V.0,ZR,12.15
2020-06-22,ZS.V.0,ZS,876.75
2020-06-23,CL.V.0,CL,40.1
2020-06-23,GC.V.0,GC,1784.9
2020-06-23,GF.V.0,GF,133.625
2020-06-23,HE.V.0,HE,52.55
2020-06-23,HG.V.0,HG,2.651
2020-06-23,LE.V.0,LE,97.575
2020-06-23,PL.V.0,PL,843.9
2020-06-23,RB.V.0,RB,1.2993
2020-06-23,SI.V.0,SI,18.13
2020-06-23,ZC.V.0,ZC,324.5
2020-06-23,ZL.V.0,ZL,28.19
2020-06-23,ZM.V.0,ZM,286.3
2020-06-23,ZR.V.0,ZR,12.245
2020-06-23,ZS.V.0,ZS,875.25
2020-06-24,CL.V.0,CL,37.97
2020-06-24,GC.V.0,GC,1771.6
2020-06-24,GF.V.0,GF,132.725
2020-06-24,HE.V.0,HE,51.325
2020-06-24,HG.V.0,HG,2.635
2020-06-24,LE.V.0,LE,96.3
2020-06-24,PL.V.0,PL,796.7
2020-06-24,RB.V.0,RB,1.1866
2020-06-24,SI.V.0,SI,17.555
2020-06-24,ZC.V.0,ZC,323.75
2020-06-24,ZL.V.0,ZL,27.65
2020-06-24,ZM.V.0,ZM,293.0
2020-06-24,ZR.V.0,ZR,12.27
2020-06-24,ZS.V.0,ZS,870.5
2020-06-25,CL.V.0,CL,38.99
2020-06-25,GC.V.0,GC,1775.8
2020-06-25,GF.V.0,GF,133.025
2020-06-25,HE.V.0,HE,51.225
2020-06-25,HG.V.0,HG,2.668
2020-06-25,LE.V.0,LE,96.25
2020-06-25,PL.V.0,PL,810.0
2020-06-25,RB.V.0,RB,1.2071
2020-06-25,SI.V.0,SI,17.92
2020-06-25,ZC.V.0,ZC,316.5
2020-06-25,ZL.V.0,ZL,27.51
2020-06-25,ZM.V.0,ZM,292.9
2020-06-25,ZR.V.0,ZR,12.365
2020-06-25,ZS.V.0,ZS,868.0
2020-06-26,CL.V.0,CL,38.16
2020-06-26,GC.V.0,GC,1784.8
2020-06-26,GF.V.0,GF,132.8
2020-06-26,HE.V.0,HE,48.3
2020-06-26,HG.V.0,HG,2.6525
2020-06-26,LE.V.0,LE,96.125
2020-06-26,PL.V.0,PL,804.0
2020-06-26,RB.V.0,RB,1.1401
2020-06-26,SI.V.0,SI,17.95
2020-06-26,ZC.V.0,ZC,316.25
2020-06-26,ZL.V.0,ZL,27.34
2020-06-26,ZM.V.0,ZM,290.5
2020-06-26,ZR.V.0,ZR,12.37
2020-06-26,ZS.V.0,ZS,866.0
2020-06-28,CL.V.0,CL,37.88
2020-06-28,GC.V.0,GC,1784.8
2020-06-28,HG.V.0,HG,2.66
2020-06-28,PL.V.0,PL,806.8
2020-06-28,RB.V.0,RB,1.1326
2020-06-28,SI.V.0,SI,18.005
2020-06-29,CL.V.0,CL,39.56
2020-06-29,GC.V.0,GC,1784.8
2020-06-29,GF.V.0,GF,133.8
2020-06-29,HE.V.0,HE,48.5
2020-06-29,HG.V.0,HG,2.7
2020-06-29,LE.V.0,LE,96.625
2020-06-29,PL.V.0,PL,832.5
2020-06-29,RB.V.0,RB,1.1946
2020-06-29,SI.V.0,SI,18.035
2020-06-29,ZC.V.0,ZC,325.5
2020-06-29,ZL.V.0,ZL,27.6
2020-06-29,ZM.V.0,ZM,280.7
2020-06-29,ZR.V.0,ZR,12.345
2020-06-29,ZS.V.0,ZS,866.0
2020-06-30,CL.V.0,CL,39.45
2020-06-30,GC.V.0,GC,1784.9
2020-06-30,GF.V.0,GF,133.575
2020-06-30,HE.V.0,HE,48.275
2020-06-30,HG.V.0,HG,2.7325
2020-06-30,LE.V.0,LE,97.15
2020-06-30,PL.V.0,PL,834.6
2020-06-30,RB.V.0,RB,1.2017
2020-06-30,SI.V.0,SI,18.155
2020-06-30,ZC.V.0,ZC,326.25
2020-06-30,ZL.V.0,ZL,27.55
2020-06-30,ZM.V.0,ZM,282.0
2020-06-30,ZR.V.0,ZR,12.25
