date,symbol,root,settle
2018-02-13,HG.V.0,HG,3.162
2018-02-13,LE.V.0,LE,125.25
2018-02-13,PL.V.0,PL,978.1
2018-02-13,RB.V.0,RB,1.6732
2018-02-13,SI.V.0,SI,16.575
2018-02-13,ZC.V.0,ZC,366.5
2018-02-13,ZL.V.0,ZL,31.59
2018-02-13,ZM.V.0,ZM,364.0
2018-02-13,ZR.V.0,ZR,12.275
2018-02-13,ZS.V.0,ZS,1010.75
2018-02-14,CL.V.0,CL,60.82
2018-02-14,GC.V.0,GC,1356.6
2018-02-14,GF.V.0,GF,148.35
2018-02-14,HE.V.0,HE,70.575
2018-02-14,HG.V.0,HG,3.234
2018-02-14,LE.V.0,LE,125.5
2018-02-14,PL.V.0,PL,1001.6
2018-02-14,RB.V.0,RB,1.7183
2018-02-14,SI.V.0,SI,16.865
2018-02-14,ZC.V.0,ZC,366.75
2018-02-14,ZL.V.0,ZL,31.78
2018-02-14,ZM.V.0,ZM,369.8
2018-02-14,ZR.V.0,ZR,12.245
2018-02-14,ZS.V.0,ZS,1017.0
2018-02-15,CL.V.0,CL,61.48
2018-02-15,GC.V.0,GC,1356.6
2018-02-15,GF.V.0,GF,149.9
2018-02-15,HE.V.0,HE,69.7
2018-02-15,HG.V.0,HG,3.244
2018-02-15,LE.V.0,LE,127.275
2018-02-15,PL.V.0,PL,1004.0
2018-02-15,RB.V.0,RB,1.7425
2018-02-15,SI.V.0,SI,16.825
2018-02-15,ZC.V.0,ZC,368.25
2018-02-15,ZL.V.0,ZL,31.69
2018-02-15,ZM.V.0,ZM,373.8
2018-02-15,ZR.V.0,ZR,11.975
2018-02-15,ZS.V.0,ZS,1024.0
2018-02-16,CL.V.0,CL,61.61
2018-02-16,GC.V.0,GC,1349.4
2018-02-16,GF.V.0,GF,149.85
2018-02-16,HE.V.0,HE,68.275
2018-02-16,HG.V.0,HG,3.2385
2018-02-16,LE.V.0,LE,127.775
2018-02-16,PL.V.0,PL,1008.8
2018-02-16,RB.V.0,RB,1.9317
2018-02-16,SI.V.0,SI,16.6
2018-02-16,ZC.V.0,ZC,367.25
2018-02-16,ZL.V.0,ZL,31.49
2018-02-16,ZM.V.0,ZM,374.1
2018-02-16,ZR.V.0,ZR,12.02
2018-02-16,ZS.V.0,ZS,1021.25
2018-02-18,CL.V.0,CL,61.71
2018-02-18,GC.V.0,GC,1350.5
2018-02-18,HG.V.0,HG,3.2355
2018-02-18,PL.V.0,PL,1007.8
2018-02-18,RB.V.0,RB,1.9364
2018-02-18,SI.V.0,SI,16.605
2018-02-19,CL.V.0,CL,62.39
2018-02-19,GC.V.0,GC,1347.8
2018-02-19,HG.V.0,HG,3.206
2018-02-19,PL.V.0,PL,1008.2
2018-02-19,RB.V.0,RB,1.9592
2018-02-19,SI.V.0,SI,16.61
2018-02-20,CL.V.0,CL,61.66
2018-02-20,GC.V.0,GC,1332.0
2018-02-20,GF.V.0,GF,149.975
2018-02-20,HE.V.0,HE,69.325
2018-02-20,HG.V.0,HG,3.188
2018-02-20,LE.V.0,LE,127.725
2018-02-20,PL.V.0,PL,1002.2
2018-02-20,RB.V.0,RB,1.9313
2018-02-20,SI.V.0,SI,16.425
2018-02-20,ZC.V.0,ZC,365.5
2018-02-20,ZL.V.0,ZL,32.03
2018-02-20,ZM.V.0,ZM,378.0
2018-02-20,ZR.V.0,ZR,11.86
2018-02-20,ZS.V.0,ZS,1025.75
2018-02-21,CL.V.0,CL,61.25
2018-02-21,GC.V.0,GC,1324.4
2018-02-21,GF.V.0,GF,146.7
2018-02-21,HE.V.0,HE,69.95
2018-02-21,HG.V.0,HG,3.1795
2018-02-21,LE.V.0,LE,129.0
2018-02-21,PL.V.0,PL,998.0
2018-02-21,RB.V.0,RB,1.7493
2018-02-21,ZC.V.0,ZC,365.5
2018-02-21,ZL.V.0,ZL,32.02
2018-02-21,ZM.V.0,ZM,378.6
2018-02-21,ZR.V.0,ZR,11.96
2018-02-21,ZS.V.0,ZS,1034.0
2018-02-22,CL.V.0,CL,62.66
2018-02-22,GC.V.0,GC,1332.6
2018-02-22,GF.V.0,GF,145.975
2018-02-22,HE.V.0,HE,71.475
2018-02-22,HG.V.0,HG,3.2335
2018-02-22,LE.V.0,LE,125.3
2018-02-22,PL.V.0,PL,1000.1
2018-02-22,RB.V.0,RB,1.9595
2018-02-22,SI.V.0,SI,16.58
2018-02-22,ZC.V.0,ZC,366.75
2018-02-22,ZL.V.0,ZL,32.25
2018-02-22,ZM.V.0,ZM,379.3
2018-02-22,ZR.V.0,ZR,12.04
2018-02-22,ZS.V.0,ZS,1031.5
2018-02-23,CL.V.0,CL,63.57
2018-02-23,GC.V.0,GC,1330.5
2018-02-23,GF.V.0,GF,146.2
2018-02-23,HE.V.0,HE,71.4
2018-02-23,HG.V.0,HG,3.207
2018-02-23,LE.V.0,LE,124.85
2018-02-23,PL.V.0,PL,998.1
2018-02-23,RB.V.0,RB,1.9907
2018-02-23,SI.V.0,SI,16.49
2018-02-23,ZC.V.0,ZC,366.25
2018-02-23,ZL.V.0,ZL,32.49
2018-02-23,ZM.V.0,ZM,378.3
2018-02-23,ZR.V.0,ZR,11.96
2018-02-23,ZS.V.0,ZS,1048.0
2018-02-25,CL.V.0,CL,63.57
2018-02-25,GC.V.0,GC,1328.8
2018-02-25,HG.V.0,HG,3.2075
2018-02-25,PL.V.0,PL,996.3
2018-02-25,RB.V.0,RB,1.9923
2018-02-25,SI.V.0,SI,16.455
2018-02-26,CL.V.0,CL,63.97
2018-02-26,GC.V.0,GC,1340.5
2018-02-26,GF.V.0,GF,145.75
2018-02-26,HE.V.0,HE,70.0
2018-02-26,HG.V.0,HG,3.1955
2018-02-26,LE.V.0,LE,127.35
2018-02-26,RB.V.0,RB,1.8267
2018-02-26,ZC.V.0,ZC,368.5
2018-02-26,ZL.V.0,ZL,32.56
2018-02-26,ZM.V.0,ZM,377.9
2018-02-26,ZR.V.0,ZR,11.9
2018-02-26,ZS.V.0,ZS,1034.25
2018-02-27,CL.V.0,CL,62.84
2018-02-27,GC.V.0,GC,1315.7
2018-02-27,GF.V.0,GF,146.35
2018-02-27,HE.V.0,HE,69.8
2018-02-27,HG.V.0,HG,3.155
2018-02-27,LE.V.0,LE,128.5
2018-02-27,PL.V.0,PL,984.7
2018-02-27,RB.V.0,RB,1.7965
2018-02-27,SI.V.0,SI,16.345
2018-02-27,ZC.V.0,ZC,370.5
2018-02-27,ZL.V.0,ZL,32.22
2018-02-27,ZM.V.0,ZM,387.3
2018-02-27,ZR.V.0,ZR,11.96
2018-02-27,ZS.V.0,ZS,1037.5
2018-02-28,CL.V.0,CL,61.6
2018-02-28,GC.V.0,GC,1318.5
2018-02-28,GF.V.0,GF,146.9
2018-02-28,HE.V.0,HE,67.375
2018-02-28,HG.V.0,HG,3.1315
2018-02-28,LE.V.0,LE,123.325
2018-02-28,PL.V.0,PL,984.8
2018-02-28,RB.V.0,RB,1.9244
2018-02-28,SI.V.0,SI,16.35
2018-02-28,ZC.V.0,ZC,381.25
2018-02-28,ZL.V.0,ZL,32.26
2018-02-28,ZM.V.0,ZM,392.3
2018-02-28,ZR.V.0,ZR,12.53
2018-02-28,ZS.V.0,ZS,1055.0
2018-03-01,CL.V.0,CL,61.25
2018-03-01,GC.V.0,GC,1318.2
2018-03-01,GF.V.0,GF,146.75
2018-03-01,HE.V.0,HE,66.95
2018-03-01,HG.V.0,HG,3.129
2018-03-01,LE.V.0,LE,123.5
2018-03-01,PL.V.0,PL,970.1
2018-03-01,RB.V.0,RB,1.885
2018-03-01,SI.V.0,SI,16.48
2018-03-01,ZC.V.0,ZC,386.25
2018-03-01,ZL.V.0,ZL,32.4
2018-03-01,ZM.V.0,ZM,397.2
2018-03-01,ZR.V.0,ZR,12.515
2018-03-01,ZS.V.0,ZS,1067.5
2018-03-02,CL.V.0,CL,61.45
2018-03-02,GC.V.0,GC,1323.7
2018-03-02,GF.V.0,GF,145.175
2018-03-02,HE.V.0,HE,67.55
2018-03-02,HG.V.0,HG,3.1335
2018-03-02,LE.V.0,LE,122.175
2018-03-02,PL.V.0,PL,967.4
2018-03-02,RB.V.0,RB,1.9111
2018-03-02,SI.V.0,SI,16.535
2018-03-02,ZC.V.0,ZC,384.75
2018-03-02,ZL.V.0,ZL,32.27
2018-03-02,ZM.V.0,ZM,391.1
2018-03-02,ZR.V.0,ZR,12.465
2018-03-02,ZS.V.0,ZS,1070.0
2018-03-04,CL.V.0,CL,61.57
2018-03-04,GC.V.0,GC,1324.1
2018-03-04,HG.V.0,HG,3.1315
2018-03-04,PL.V.0,PL,969.9
2018-03-04,RB.V.0,RB,1.9077
2018-03-04,SI.V.0,SI,16.545
2018-03-05,CL.V.0,CL,62.61
2018-03-05,GC.V.0,GC,1321.8
2018-03-05,GF.V.0,GF,146.65
2018-03-05,HE.V.0,HE,68.75
2018-03-05,HG.V.0,HG,3.1315
2018-03-05,LE.V.0,LE,123.2
2018-03-05,PL.V.0,PL,964.6
2018-03-05,RB.V.0,RB,1.9345
2018-03-05,SI.V.0,SI,16.455
2018-03-05,ZC.V.0,ZC,387.25
2018-03-05,ZL.V.0,ZL,32.23
2018-03-05,ZM.V.0,ZM,393.3
2018-03-05,ZR.V.0,ZR,12.48
2018-03-05,ZS.V.0,ZS,1076.75
2018-03-06,CL.V.0,CL,62.04
2018-03-06,GC.V.0,GC,1340.4
2018-03-06,GF.V.0,GF,146.075
2018-03-06,HE.V.0,HE,68.15
2018-03-06,HG.V.0,HG,3.147
2018-03-06,LE.V.0,LE,122.8
2018-03-06,PL.V.0,PL,971.3
2018-03-06,RB.V.0,RB,1.931
2018-03-06,SI.V.0,SI,16.815
2018-03-06,ZC.V.0,ZC,387.75
2018-03-06,ZL.V.0,ZL,32.49
2018-03-06,ZM.V.0,ZM,387.9
2018-03-06,ZR.V.0,ZR,12.465
2018-03-06,ZS.V.0,ZS,1074.75
2018-03-07,CL.V.0,CL,61.31
2018-03-07,GC.V.0,GC,1325.4
2018-03-07,GF.V.0,GF,145.4
2018-03-07,HE.V.0,HE,67.95
2018-03-07,HG.V.0,HG,3.136
2018-03-07,LE.V.0,LE,123.125
2018-03-07,PL.V.0,PL,955.1
2018-03-07,RB.V.0,RB,1.9195
2018-03-07,SI.V.0,SI,16.5
2018-03-07,ZC.V.0,ZC,386.75
2018-03-07,ZL.V.0,ZL,32.07
2018-03-07,ZM.V.0,ZM,382.6
2018-03-07,ZR.V.0,ZR,12.49
2018-03-07,ZS.V.0,ZS,1063.5
2018-03-08,CL.V.0,CL,60.28
2018-03-08,GC.V.0,GC,1321.7
2018-03-08,GF.V.0,GF,143.175
2018-03-08,HE.V.0,HE,68.025
2018-03-08,HG.V.0,HG,3.0825
2018-03-08,LE.V.0,LE,122.05
2018-03-08,PL.V.0,PL,953.6
2018-03-08,RB.V.0,RB,1.8734
2018-03-08,SI.V.0,SI,16.5
2018-03-08,ZC.V.0,ZC,393.25
2018-03-08,ZL.V.0,ZL,31.81
2018-03-08,ZM.V.0,ZM,383.0
2018-03-08,ZR.V.0,ZR,12.4
2018-03-08,ZS.V.0,ZS,1062.0
2018-03-09,CL.V.0,CL,62.12
2018-03-09,GC.V.0,GC,1324.0
2018-03-09,GF.V.0,GF,143.225
2018-03-09,HE.V.0,HE,67.55
2018-03-09,HG.V.0,HG,3.1445
2018-03-09,LE.V.0,LE,123.25
2018-03-09,PL.V.0,PL,966.9
2018-03-09,RB.V.0,RB,1.8987
2018-03-09,SI.V.0,SI,16.605
2018-03-09,ZC.V.0,ZC,390.75
2018-03-09,ZL.V.0,ZL,31.61
2018-03-09,ZM.V.0,ZM,372.3
2018-03-09,ZR.V.0,ZR,12.325
2018-03-09,ZS.V.0,ZS,1036.75
2018-03-11,CL.V.0,CL,62.16
2018-03-11,GC.V.0,GC,1323.7
2018-03-11,HG.V.0,HG,3.142
2018-03-11,PL.V.0,PL,966.4
2018-03-11,RB.V.0,RB,1.9003
2018-03-11,SI.V.0,SI,16.62
2018-03-12,CL.V.0,CL,61.3
2018-03-12,GC.V.0,GC,1325.5
2018-03-12,GF.V.0,GF,142.5
2018-03-12,HE.V.0,HE,67.4
2018-03-12,HG.V.0,HG,3.1255
2018-03-12,LE.V.0,LE,121.65
2018-03-12,PL.V.0,PL,965.8
2018-03-12,RB.V.0,RB,1.8931
2018-03-12,SI.V.0,SI,16.57
2018-03-12,ZC.V.0,ZC,390.0
2018-03-12,ZL.V.0,ZL,31.73
2018-03-12,ZM.V.0,ZM,370.3
2018-03-12,ZR.V.0,ZR,12.3
2018-03-12,ZS.V.0,ZS,1041.75
2018-03-13,CL.V.0,CL,60.88
2018-03-13,GC.V.0,GC,1326.9
2018-03-13,GF.V.0,GF,142.375
2018-03-13,HE.V.0,HE,67.775
2018-03-13,HG.V.0,HG,3.134
2018-03-13,LE.V.0,LE,122.2
2018-03-13,PL.V.0,PL,967.5
2018-03-13,RB.V.0,RB,1.8943
2018-03-13,SI.V.0,SI,16.6
2018-03-13,ZC.V.0,ZC,391.75
2018-03-13,ZL.V.0,ZL,32.19
2018-03-13,ZM.V.0,ZM,376.0
2018-03-13,ZR.V.0,ZR,12.27
2018-03-13,ZS.V.0,ZS,1048.5
2018-03-14,CL.V.0,CL,60.93
2018-03-14,GC.V.0,GC,1325.5
2018-03-14,GF.V.0,GF,142.7
2018-03-14,HE.V.0,HE,66.85
2018-03-14,HG.V.0,HG,3.156
2018-03-14,LE.V.0,LE,123.125
2018-03-14,PL.V.0,PL,963.3
2018-03-14,RB.V.0,RB,1.9216
2018-03-14,SI.V.0,SI,16.57
2018-03-14,ZC.V.0,ZC,388.5
2018-03-14,ZL.V.0,ZL,31.72
2018-03-14,ZM.V.0,ZM,370.6
2018-03-14,ZR.V.0,ZR,12.355
2018-03-14,ZS.V.0,ZS,1031.0
2018-03-15,CL.V.0,CL,61.24
2018-03-15,GC.V.0,GC,1315.8
2018-03-15,GF.V.0,GF,140.775
2018-03-15,HE.V.0,HE,65.725
2018-03-15,HG.V.0,HG,3.1225
2018-03-15,LE.V.0,LE,121.9
2018-03-15,PL.V.0,PL,955.3
2018-03-15,RB.V.0,RB,1.924
2018-03-15,SI.V.0,SI,16.395
2018-03-15,ZC.V.0,ZC,386.75
2018-03-15,ZL.V.0,ZL,32.06
2018-03-15,ZM.V.0,ZM,371.2
2018-03-15,ZR.V.0,ZR,12.41
2018-03-15,ZS.V.0,ZS,1041.0
2018-03-16,CL.V.0,CL,62.25
2018-03-16,GC.V.0,GC,1313.9
2018-03-16,GF.V.0,GF,140.0
2018-03-16,HE.V.0,HE,65.425
2018-03-16,HG.V.0,HG,3.1125
2018-03-16,LE.V.0,LE,120.9
2018-03-16,PL.V.0,PL,950.9
2018-03-16,RB.V.0,RB,1.9416
2018-03-16,SI.V.0,SI,16.34
2018-03-16,ZC.V.0,ZC,382.75
2018-03-16,ZL.V.0,ZL,32.12
2018-03-16,ZM.V.0,ZM,372.5
2018-03-16,ZR.V.0,ZR,12.45
2018-03-16,ZS.V.0,ZS,1047.75
2018-03-18,CL.V.0,CL,62.12
2018-03-18,GC.V.0,GC,1313.0
2018-03-18,HG.V.0,HG,3.106
2018-03-18,PL.V.0,PL,950.2
2018-03-18,RB.V.0,RB,1.9398
2018-03-18,SI.V.0,SI,16.3
2018-03-19,CL.V.0,CL,62.23
2018-03-19,GC.V.0,GC,1316.8
2018-03-19,GF.V.0,GF,138.25
2018-03-19,HE.V.0,HE,62.975
2018-03-19,HG.V.0,HG,3.0795
2018-03-19,LE.V.0,LE,120.45
2018-03-19,PL.V.0,PL,954.8
2018-03-19,RB.V.0,RB,1.9296
2018-03-19,SI.V.0,SI,16.32
2018-03-19,ZC.V.0,ZC,375.75
2018-03-19,ZL.V.0,ZL,32.04
2018-03-19,ZM.V.0,ZM,358.8
2018-03-19,ZR.V.0,ZR,12.295
2018-03-19,ZS.V.0,ZS,1023.0
2018-03-20,CL.V.0,CL,63.75
2018-03-20,GC.V.0,GC,1309.8
2018-03-20,GF.V.0,GF,137.5
2018-03-20,HE.V.0,HE,63.1
2018-03-20,HG.V.0,HG,3.0405
2018-03-20,LE.V.0,LE,119.55
2018-03-20,PL.V.0,PL,943.9
2018-03-20,RB.V.0,RB,1.9724
2018-03-20,SI.V.0,SI,16.17
2018-03-20,ZC.V.0,ZC,374.5
2018-03-20,ZL.V.0,ZL,31.74
2018-03-20,ZM.V.0,ZM,360.9
2018-03-20,ZR.V.0,ZR,12.205
2018-03-20,ZS.V.0,ZS,1027.75
2018-03-21,CL.V.0,CL,65.38
2018-03-21,GC.V.0,GC,1332.1
2018-03-21,GF.V.0,GF,136.35
2018-03-21,HE.V.0,HE,62.7
2018-03-21,HG.V.0,HG,3.078
2018-03-21,LE.V.0,LE,107.475
2018-03-21,PL.V.0,PL,959.9
2018-03-21,RB.V.0,RB,2.024
2018-03-21,SI.V.0,SI,16.555
2018-03-21,ZC.V.0,ZC,375.0
2018-03-21,ZL.V.0,ZL,32.36
2018-03-21,ZM.V.0,ZM,364.9
2018-03-21,ZR.V.0,ZR,12.33
2018-03-21,ZS.V.0,ZS,1029.75
2018-03-22,CL.V.0,CL,64.56
2018-03-22,GC.V.0,GC,1332.7
2018-03-22,GF.V.0,GF,138.1
2018-03-22,HE.V.0,HE,75.3
2018-03-22,HG.V.0,HG,3.0235
2018-03-22,LE.V.0,LE,108.525
2018-03-22,PL.V.0,PL,950.8
2018-03-22,RB.V.0,RB,2.0238
2018-03-22,SI.V.0,SI,16.445
2018-03-22,ZC.V.0,ZC,376.0
2018-03-22,ZL.V.0,ZL,31.89
2018-03-22,ZM.V.0,ZM,368.5
2018-03-22,ZR.V.0,ZR,12.33
2018-03-22,ZS.V.0,ZS,1029.0
2018-03-23,CL.V.0,CL,65.74
2018-03-23,GC.V.0,GC,1347.3
2018-03-23,GF.V.0,GF,136.225
2018-03-23,HE.V.0,HE,74.125
2018-03-23,HG.V.0,HG,2.9765
2018-03-23,LE.V.0,LE,106.175
2018-03-23,PL.V.0,PL,949.6
2018-03-23,RB.V.0,RB,2.0362
2018-03-23,SI.V.0,SI,16.56
2018-03-23,ZC.V.0,ZC,377.0
2018-03-23,ZL.V.0,ZL,31.38
2018-03-23,ZM.V.0,ZM,378.1
2018-03-23,ZR.V.0,ZR,12.355
2018-03-23,ZS.V.0,ZS,1027.75
2018-03-25,CL.V.0,CL,66.41
2018-03-25,GC.V.0,GC,1348.4
2018-03-25,HG.V.0,HG,2.9875
2018-03-25,PL.V.0,PL,950.5
2018-03-25,RB.V.0,RB,2.0508
2018-03-25,SI.V.0,SI,16.615
2018-03-26,CL.V.0,CL,65.57
2018-03-26,GC.V.0,GC,1352.8
2018-03-26,GF.V.0,GF,135.475
2018-03-26,HE.V.0,HE,74.225
2018-03-26,HG.V.0,HG,2.989
2018-03-26,LE.V.0,LE,105.175
2018-03-26,PL.V.0,PL,954.3
2018-03-26,RB.V.0,RB,2.02
2018-03-26,SI.V.0,SI,16.715
2018-03-26,ZC.V.0,ZC,374.25
2018-03-26,ZL.V.0,ZL,31.47
2018-03-26,ZM.V.0,ZM,374.5
2018-03-26,ZR.V.0,ZR,12.46
2018-03-26,ZS.V.0,ZS,1026.75
2018-03-27,CL.V.0,CL,64.81
2018-03-27,GC.V.0,GC,1345.1
2018-03-27,GF.V.0,GF,136.55
2018-03-27,HE.V.0,HE,73.825
2018-03-27,HG.V.0,HG,2.988
2018-03-27,LE.V.0,LE,105.275
2018-03-27,PL.V.0,PL,946.3
2018-03-27,RB.V.0,RB,2.0187
2018-03-27,SI.V.0,SI,16.535
2018-03-27,ZC.V.0,ZC,374.0
2018-03-27,ZL.V.0,ZL,31.58
2018-03-27,ZM.V.0,ZM,371.5
2018-03-27,ZR.V.0,ZR,12.465
2018-03-27,ZS.V.0,ZS,1019.75
2018-03-28,CL.V.0,CL,64.66
2018-03-28,GC.V.0,GC,1324.6
2018-03-28,GF.V.0,GF,138.475
2018-03-28,HE.V.0,HE,76.625
2018-03-28,HG.V.0,HG,3.0005
2018-03-28,LE.V.0,LE,105.5
2018-03-28,PL.V.0,PL,936.0
2018-03-28,RB.V.0,RB,2.0246
2018-03-28,SI.V.0,SI,16.285
2018-03-28,ZC.V.0,ZC,373.25
2018-03-28,ZL.V.0,ZL,31.63
2018-03-28,ZM.V.0,ZM,370.2
2018-03-28,ZR.V.0,ZR,12.44
2018-03-28,ZS.V.0,ZS,1017.75
2018-03-29,CL.V.0,CL,64.91
2018-03-29,GC.V.0,GC,1329.6
2018-03-29,GF.V.0,GF,134.0
2018-03-29,HE.V.0,HE,76.2
2018-03-29,HG.V.0,HG,3.023
2018-03-29,LE.V.0,LE,102.575
2018-03-29,PL.V.0,PL,936.6
2018-03-29,RB.V.0,RB,2.0192
2018-03-29,SI.V.0,SI,16.34
2018-03-29,ZC.V.0,ZC,387.75
2018-03-29,ZL.V.0,ZL,31.96
2018-03-29,ZM.V.0,ZM,384.0
2018-03-29,ZR.V.0,ZR,12.345
2018-03-29,ZS.V.0,ZS,1044.5
2018-04-01,CL.V.0,CL,65.09
2018-04-01,GC.V.0,GC,1330.9
2018-04-01,HG.V.0,HG,3.049
2018-04-01,PL.V.0,PL,939.5
2018-04-01,RB.V.0,RB,2.0276
2018-04-01,SI.V.0,SI,16.375
2018-04-02,CL.V.0,CL,63.07
2018-04-02,GC.V.0,GC,1339.4
2018-04-02,GF.V.0,GF,131.6
2018-04-02,HE.V.0,HE,54.3
2018-04-02,HG.V.0,HG,3.034
2018-04-02,LE.V.0,LE,112.375
2018-04-02,PL.V.0,PL,931.0
2018-04-02,RB.V.0,RB,1.9711
2018-04-02,SI.V.0,SI,16.58
2018-04-02,ZC.V.0,ZC,387.5
2018-04-02,ZL.V.0,ZL,32.04
2018-04-02,ZM.V.0,ZM,377.2
2018-04-02,ZR.V.0,ZR,12.285
2018-04-02,ZS.V.0,ZS,1037.0
2018-04-03,CL.V.0,CL,63.52
2018-04-03,GC.V.0,GC,1332.2
2018-04-03,GF.V.0,GF,130.65
2018-04-03,HE.V.0,HE,51.55
2018-04-03,HG.V.0,HG,3.0615
2018-04-03,LE.V.0,LE,112.1
2018-04-03,PL.V.0,PL,918.8
2018-04-03,RB.V.0,RB,1.972
2018-04-03,ZC.V.0,ZC,388.0
2018-04-03,ZL.V.0,ZL,32.38
2018-04-03,ZM.V.0,ZM,379.2
2018-04-03,ZR.V.0,ZR,12.37
2018-04-03,ZS.V.0,ZS,1038.0
2018-04-04,CL.V.0,CL,63.64
2018-04-04,GC.V.0,GC,1337.2
2018-04-04,GF.V.0,GF,135.075
2018-04-04,HE.V.0,HE,73.3
2018-04-04,HG.V.0,HG,3.0225
2018-04-04,LE.V.0,LE,102.525
2018-04-04,PL.V.0,PL,920.7
2018-04-04,RB.V.0,RB,1.9861
2018-04-04,SI.V.0,SI,16.285
2018-04-04,ZC.V.0,ZC,380.5
2018-04-04,ZL.V.0,ZL,31.75
2018-04-04,ZM.V.0,ZM,381.5
2018-04-04,ZR.V.0,ZR,12.4
2018-04-04,ZS.V.0,ZS,1016.75
2018-04-05,CL.V.0,CL,63.17
2018-04-05,GC.V.0,GC,1334.3
2018-04-05,GF.V.0,GF,137.875
2018-04-05,HE.V.0,HE,73.85
2018-04-05,HG.V.0,HG,3.04
2018-04-05,LE.V.0,LE,104.75
2018-04-05,PL.V.0,PL,916.7
2018-04-05,RB.V.0,RB,1.9734
2018-04-05,SI.V.0,SI,16.395
2018-04-05,ZC.V.0,ZC,389.25
2018-04-05,ZL.V.0,ZL,31.74
2018-04-05,ZM.V.0,ZM,383.5
2018-04-05,ZR.V.0,ZR,12.36
2018-04-05,ZS.V.0,ZS,1030.5
2018-04-06,CL.V.0,CL,61.95
2018-04-06,GC.V.0,GC,1337.3
2018-04-06,GF.V.0,GF,135.175
2018-04-06,HE.V.0,HE,73.15
2018-04-06,HG.V.0,HG,3.0385
2018-04-06,LE.V.0,LE,102.05
2018-04-06,PL.V.0,PL,920.6
2018-04-06,RB.V.0,RB,1.9485
2018-04-06,SI.V.0,SI,16.365
2018-04-06,ZC.V.0,ZC,388.75
2018-04-06,ZL.V.0,ZL,31.57
2018-04-06,ZM.V.0,ZM,386.5
2018-04-06,ZR.V.0,ZR,12.465
2018-04-06,ZS.V.0,ZS,1034.75
2018-04-08,CL.V.0,CL,62.16
2018-04-08,GC.V.0,GC,1336.0
2018-04-08,HG.V.0,HG,3.0475
2018-04-08,PL.V.0,PL,923.7
2018-04-08,RB.V.0,RB,1.9528
2018-04-08,SI.V.0,SI,16.39
2018-04-09,CL.V.0,CL,63.28
2018-04-09,GC.V.0,GC,1339.9
2018-04-09,GF.V.0,GF,135.4
2018-04-09,HE.V.0,HE,75.775
2018-04-09,HG.V.0,HG,3.0725
2018-04-09,LE.V.0,LE,102.5
2018-04-09,PL.V.0,PL,937.0
2018-04-09,RB.V.0,RB,1.9775
2018-04-09,SI.V.0,SI,16.475
2018-04-09,ZC.V.0,ZC,390.75
2018-04-09,ZL.V.0,ZL,31.55
2018-04-09,ZM.V.0,ZM,393.5
2018-04-09,ZR.V.0,ZR,12.82
2018-04-09,ZS.V.0,ZS,1047.5
2018-04-10,CL.V.0,CL,65.65
2018-04-10,GC.V.0,GC,1345.2
2018-04-10,GF.V.0,GF,135.45
2018-04-10,HE.V.0,HE,75.1
2018-04-10,HG.V.0,HG,3.137
2018-04-10,LE.V.0,LE,102.6
2018-04-10,PL.V.0,PL,935.9
2018-04-10,RB.V.0,RB,2.0361
2018-04-10,SI.V.0,SI,16.59
2018-04-10,ZC.V.0,ZC,389.75
2018-04-10,ZL.V.0,ZL,31.82
2018-04-10,ZM.V.0,ZM,388.0
2018-04-10,ZR.V.0,ZR,12.77
2018-04-10,ZS.V.0,ZS,1049.75
2018-04-11,CL.V.0,CL,66.82
2018-04-11,GC.V.0,GC,1356.5
2018-04-11,GF.V.0,GF,135.95
2018-04-11,HE.V.0,HE,76.025
2018-04-11,HG.V.0,HG,3.1125
2018-04-11,LE.V.0,LE,101.8
2018-04-11,PL.V.0,PL,936.1
2018-04-11,RB.V.0,RB,2.0644
2018-04-11,SI.V.0,SI,16.68
2018-04-11,ZC.V.0,ZC,386.75
2018-04-11,ZL.V.0,ZL,31.53
2018-04-11,ZM.V.0,ZM,380.0
2018-04-11,ZR.V.0,ZR,12.81
2018-04-11,ZS.V.0,ZS,1047.75
2018-04-12,CL.V.0,CL,66.85
2018-04-12,GC.V.0,GC,1340.6
2018-04-12,GF.V.0,GF,139.65
2018-04-12,HE.V.0,HE,77.45
2018-04-12,HG.V.0,HG,3.056
2018-04-12,LE.V.0,LE,103.8
2018-04-12,PL.V.0,PL,931.9
2018-04-12,RB.V.0,RB,2.053
2018-04-12,SI.V.0,SI,16.465
2018-04-12,ZC.V.0,ZC,388.5
2018-04-12,ZL.V.0,ZL,31.66
2018-04-12,ZM.V.0,ZM,383.8
2018-04-12,ZR.V.0,ZR,12.89
2018-04-12,ZS.V.0,ZS,1061.0
2018-04-13,CL.V.0,CL,67.39
2018-04-13,GC.V.0,GC,1348.6
2018-04-13,GF.V.0,GF,140.65
2018-04-13,HE.V.0,HE,77.775
2018-04-13,HG.V.0,HG,3.0635
2018-04-13,LE.V.0,LE,104.1
2018-04-13,PL.V.0,PL,934.3
2018-04-13,RB.V.0,RB,2.0616
2018-04-13,SI.V.0,SI,16.645
2018-04-13,ZC.V.0,ZC,385.25
2018-04-13,ZL.V.0,ZL,31.45
2018-04-13,ZM.V.0,ZM,382.3
2018-04-13,ZR.V.0,ZR,13.1
2018-04-13,ZS.V.0,ZS,1052.5
2018-04-15,CL.V.0,CL,67.15
2018-04-15,GC.V.0,GC,1346.5
2018-04-15,HG.V.0,HG,3.0705
